"location_id","year_id","age_group_id","sex_id","gpr_v","gpr_l","gpr_u","st","cv_custom_stage_1","seq","data_val","variance","nid","sample_size","data_lower","data_upper","is_outlier","level","super_region_id","super_region_name","region_name","ihme_loc_id","location_name_short","pathogen","abx_class","frac_oop_hexp","hospital_beds_per1000","maternal_educ_yrs_pc","pharmacists_pc","PCV3_coverage_prop_covid_free","lagged_pcv3_coverage_prop_covid_free","PCV3_coverage_prop_covid_inclusive","lagged_pcv3_coverage_prop_covid_inclusive"
1,2002,22,3,0.2801129343,0.2343892506,0.3314311495,0.548099342334385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.778372731358035,NA,NA,-0.371447660320231,NA,NA,NA,NA
1,2003,22,3,0.2642588127,0.2177640834,0.3136595864,0.544793186800878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.781021435546804,NA,NA,-0.358939950738292,NA,NA,NA,NA
1,2004,22,3,0.2558687565,0.2103642006,0.3028308477,0.542981177303181,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.777441667778517,NA,NA,-0.343338250165861,NA,NA,NA,NA
1,2005,22,3,0.2425208281,0.1993807761,0.2876805744,0.540110450913153,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.783114174768691,NA,NA,-0.323251452728706,NA,NA,NA,NA
1,2006,22,3,0.2298746542,0.1890799517,0.2751319563,0.537846691624398,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.786942244609939,NA,NA,-0.299062477025267,NA,NA,NA,NA
1,2007,22,3,0.2243549325,0.1829602304,0.2691450171,0.536966077454885,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.793852593273581,NA,NA,-0.271677810526526,NA,NA,NA,NA
1,2008,22,3,0.2358670825,0.194534875,0.2798730215,0.538740118552947,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.814546813117136,NA,NA,-0.24097172199102,NA,NA,NA,NA
1,2009,22,3,0.2198874385,0.1805387175,0.2618476407,0.536499689074573,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.849061882055768,NA,NA,-0.201514036047822,NA,NA,NA,NA
1,2010,22,3,0.2281123441,0.1892271344,0.2702139696,0.537736076671698,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.84515261247409,NA,NA,-0.152663379616127,NA,NA,NA,NA
1,2011,22,3,0.23098247,0.192830547,0.2736580214,0.538069636725388,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.844025426186548,NA,NA,-0.0985865967213395,NA,NA,NA,NA
1,2012,22,3,0.2297187876,0.1919005278,0.271980538,0.538188960304649,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.844941658699138,NA,NA,-0.0473077966160088,NA,NA,NA,NA
1,2013,22,3,0.2245730306,0.1870360945,0.2680052908,0.537203927330099,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.844575067191067,NA,NA,-0.00999605071622557,NA,NA,NA,NA
1,2014,22,3,0.2176385551,0.1794727593,0.2618500149,0.536551059097204,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.849771664977591,NA,NA,0.0210680472752823,NA,NA,NA,NA
1,2015,22,3,0.2288789417,0.1933350123,0.2752019661,0.538370309862451,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.8580159995764,NA,NA,0.0516573754965518,NA,NA,NA,NA
1,2016,22,3,0.2365602338,0.203078183,0.2816926589,0.539539225782487,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.86340671288205,NA,NA,0.0806426032798338,NA,NA,NA,NA
1,2017,22,3,0.2391747046,0.2048988143,0.283540428,0.540093854787754,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.866931882707614,NA,NA,0.114143063598693,NA,NA,NA,NA
1,2018,22,3,0.2366523001,0.1981211498,0.280820586,0.540508839487392,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.870875412799191,NA,NA,0.150030317739627,NA,NA,NA,NA
1,2019,22,3,0.2296571877,0.1881422971,0.2778002713,0.540441436240872,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.878435873086975,NA,NA,0.184600525583704,NA,NA,NA,NA
1,2020,22,3,0.226826094,0.1833515236,0.2765478328,0.540526054122619,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.96311927808375,NA,NA,0.196132975688346,NA,NA,NA,NA
1,2021,22,3,0.2238787265,0.1774748525,0.2758936207,0.540495171116835,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.944513433429116,NA,NA,0.217190724677431,NA,NA,NA,NA
1,2022,22,3,0.219095992,0.1724343377,0.2734473514,0.540283551276907,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.911374806953553,NA,NA,0.265651229397454,NA,NA,NA,NA
1,2023,22,3,0.2106076563,0.1626756398,0.2657867163,0.53925719837868,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.902628675376203,NA,NA,0.295448397676342,NA,NA,NA,NA
1,2024,22,3,0.2082431684,0.1589555231,0.2614275071,0.539230204499077,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Global","","G","Earth","streptococcus_pneumoniae","penicillin",-0.9055616446374,NA,NA,0.327651404089327,NA,NA,NA,NA
4,1990,22,3,0.1895506482,0.1340145539,0.272661809,0.532835529522705,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.411048923876295,NA,NA,-0.64787109299997,NA,NA,NA,NA
4,1991,22,3,0.1897503845,0.1364607209,0.2640180396,0.5320909527507,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.423003447767021,NA,NA,-0.638694419911784,NA,NA,NA,NA
4,1992,22,3,0.2003978513,0.1475842948,0.2663383479,0.533337661178943,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.417088240225473,NA,NA,-0.629802807732588,NA,NA,NA,NA
4,1993,22,3,0.2356484081,0.1801731542,0.2958761173,0.538470442914682,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.390721569143746,NA,NA,-0.620494874106075,NA,NA,NA,NA
4,1994,22,3,0.2694180233,0.2151791519,0.3300854932,0.543206285046903,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.382267536744146,NA,NA,-0.611587694168093,NA,NA,NA,NA
4,1995,22,3,0.2851269882,0.2363175422,0.339128841,0.545087194784706,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.322966639827127,NA,NA,-0.600833388638757,NA,NA,NA,NA
4,1996,22,3,0.4092447172,0.3641610769,0.4617764324,0.567614512693279,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.405351952615394,NA,NA,-0.588809258562014,NA,NA,NA,NA
4,1997,22,3,0.4503676226,0.4057195247,0.5027887485,0.575805323332403,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.456012897601943,NA,NA,-0.579101491248296,NA,NA,NA,NA
4,1998,22,3,0.4473164092,0.4022630292,0.4995677673,0.574149286608425,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.524426596103662,NA,NA,-0.572751766694646,NA,NA,NA,NA
4,1999,22,3,0.4390680925,0.3939915345,0.4910068553,0.571392536482123,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.592273335803615,NA,NA,-0.567670685684951,NA,NA,NA,NA
4,2000,22,3,0.4195646333,0.3748379786,0.472371653,0.56629439277673,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.636943027365795,NA,NA,-0.564800665850299,NA,NA,NA,NA
4,2001,22,3,0.3986412737,0.3503470835,0.4531536193,0.561355070358359,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.693791891811922,NA,NA,-0.561674614156164,NA,NA,NA,NA
4,2002,22,3,0.3737131325,0.3250996031,0.4245896791,0.555781765182701,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.71147686931627,NA,NA,-0.554135521522965,NA,NA,NA,NA
4,2003,22,3,0.3369040154,0.2885001429,0.387160225,0.548921462925785,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.706545060534235,NA,NA,-0.540476850091702,NA,NA,NA,NA
4,2004,22,3,0.3289164247,0.2816361714,0.3765006959,0.547136971229263,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.682400760456399,NA,NA,-0.520667820564038,NA,NA,NA,NA
4,2005,22,3,0.2997329492,0.2554641267,0.3424645045,0.541850324893376,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.629255204972194,NA,NA,-0.492675219929257,NA,NA,NA,NA
4,2006,22,3,0.2631924613,0.2192523576,0.3045785773,0.536081025756525,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.553112123317196,NA,NA,-0.457889949066667,NA,NA,NA,NA
4,2007,22,3,0.2184049703,0.1770662788,0.2556137008,0.52975661709354,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.460902218124667,NA,NA,-0.417157257388777,NA,NA,NA,NA
4,2008,22,3,0.2487205341,0.2048470152,0.2866492374,0.533226871903368,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.303790158103629,NA,NA,-0.369413438782737,NA,NA,NA,NA
4,2009,22,3,0.2124630369,0.1736432237,0.2492443827,0.528549156956829,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.172657724325837,NA,NA,-0.284494298573428,NA,NA,NA,NA
4,2010,22,3,0.2430056545,0.2033289873,0.2816392738,0.53253517936054,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.135519852714445,NA,NA,-0.17599650280403,NA,NA,NA,NA
4,2011,22,3,0.2747062743,0.2365149967,0.3114820377,0.536804296148765,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",0.0586100925639366,NA,NA,-0.0580153352079721,NA,NA,NA,NA
4,2012,22,3,0.2778804599,0.2440421564,0.3120805093,0.53707982396732,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.00339729121559801,NA,NA,0.0542947722394283,NA,NA,NA,NA
4,2013,22,3,0.2698064534,0.2428769202,0.2969682573,0.535693054890097,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.0486842826968795,NA,NA,0.0924400565142573,NA,NA,NA,NA
4,2014,22,3,0.2665687015,0.2472457659,0.2952760061,0.535151182668787,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.0905829547109883,NA,NA,0.122390037929936,NA,NA,NA,NA
4,2015,22,3,0.2773846048,0.2596700486,0.3028805899,0.537291621696491,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.14744899576998,NA,NA,0.138180183209981,NA,NA,NA,NA
4,2016,22,3,0.2681403147,0.2484864883,0.2904020043,0.536247497989621,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.157699871507937,NA,NA,0.150883019605072,NA,NA,NA,NA
4,2017,22,3,0.2530565754,0.2320398981,0.2732327907,0.534149286843453,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.162772760658848,NA,NA,0.176678388101836,NA,NA,NA,NA
4,2018,22,3,0.2203325684,0.1984122493,0.2413401935,0.530324439244012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.174111490178286,NA,NA,0.205079267313458,NA,NA,NA,NA
4,2019,22,3,0.1837539393,0.1626723743,0.2059391638,0.526727495470284,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.197091678996003,NA,NA,0.236634613150446,NA,NA,NA,NA
4,2020,22,3,0.1685274384,0.1469326419,0.1921440147,0.524715739652839,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.241770494802855,NA,NA,0.271909686982027,NA,NA,NA,NA
4,2021,22,3,0.1712675506,0.1468127923,0.1989678956,0.525558961866767,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.294707162871289,NA,NA,0.309967105160008,NA,NA,NA,NA
4,2022,22,3,0.1634123287,0.1364110876,0.1962486725,0.525025509237407,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.330565843895272,NA,NA,0.335968731839075,NA,NA,NA,NA
4,2023,22,3,0.1550148097,0.128044787,0.1906863051,0.524055987606705,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.295729236568123,NA,NA,0.377897934375432,NA,NA,NA,NA
4,2024,22,3,0.156604197,0.1257377524,0.1968817917,0.524652500282942,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"Southeast Asia, East Asia, and Oceania","","S6","SE & E Asia & Oceania","streptococcus_pneumoniae","penicillin",-0.311788447994376,NA,NA,0.422952412101997,NA,NA,NA,NA
5,1990,22,3,0.2028803648,0.1481874051,0.2706264921,0.53129201233478,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.486448176762175,NA,NA,-0.64275813483334,NA,NA,NA,NA
5,1991,22,3,0.2032331979,0.1516846565,0.2646205916,0.530277200271441,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.496884909516375,NA,NA,-0.632453764533904,NA,NA,NA,NA
5,1992,22,3,0.2158930916,0.1657055085,0.2711288459,0.531500771151148,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.500534867351453,NA,NA,-0.622327422544358,NA,NA,NA,NA
5,1993,22,3,0.2635578852,0.2132090346,0.314731204,0.538303310445923,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.484924310005795,NA,NA,-0.612014447683604,NA,NA,NA,NA
5,1994,22,3,0.3114874198,0.2645038792,0.3566000596,0.545093831567735,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.474385041034547,NA,NA,-0.601862855022531,NA,NA,NA,NA
5,1995,22,3,0.3339847082,0.2925223151,0.3791016195,0.547875895175205,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.406371606813289,NA,NA,-0.589578362470377,NA,NA,NA,NA
5,1996,22,3,0.5143363636,0.4678972025,0.5681380286,0.58079659461002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.518417373699377,NA,NA,-0.575456948739211,NA,NA,NA,NA
5,1997,22,3,0.5728376586,0.5287015184,0.6288170305,0.592391465671543,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.619168813894157,NA,NA,-0.563002585062966,NA,NA,NA,NA
5,1998,22,3,0.5700317811,0.5293295372,0.6259974937,0.590376137845603,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.708149813911388,NA,NA,-0.554235230309037,NA,NA,NA,NA
5,1999,22,3,0.5583491062,0.515122223,0.6145303998,0.586484609101332,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.79716093682523,NA,NA,-0.546382877957841,NA,NA,NA,NA
5,2000,22,3,0.5303948204,0.4861670861,0.587597449,0.579281261954231,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.830270523387338,NA,NA,-0.541476225751922,NA,NA,NA,NA
5,2001,22,3,0.4964266821,0.4504702921,0.5498348353,0.571339170506199,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.924435322945004,NA,NA,-0.535412003991012,NA,NA,NA,NA
5,2002,22,3,0.4682566539,0.4204187999,0.5174843072,0.565193416726927,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.93650247763932,NA,NA,-0.522958358058614,NA,NA,NA,NA
5,2003,22,3,0.4104970462,0.3613827632,0.4596428729,0.554253837099044,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.914184404966843,NA,NA,-0.501667132983448,NA,NA,NA,NA
5,2004,22,3,0.4021427587,0.3497029152,0.4486368769,0.552472357794424,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.870387091017443,NA,NA,-0.473279998227522,NA,NA,NA,NA
5,2005,22,3,0.3623332598,0.312203359,0.4108977391,0.545502422333177,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.788351239485341,NA,NA,-0.434791764664316,NA,NA,NA,NA
5,2006,22,3,0.3122415333,0.2673067009,0.3580261568,0.537726381174714,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.68974271184684,NA,NA,-0.387673318140711,NA,NA,NA,NA
5,2007,22,3,0.2495575405,0.2100021326,0.2909669546,0.529110638563746,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.571141770812523,NA,NA,-0.332300370119635,NA,NA,NA,NA
5,2008,22,3,0.2987976909,0.2545175737,0.346228427,0.535548585865504,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.353269208271462,NA,NA,-0.26982432746996,NA,NA,NA,NA
5,2009,22,3,0.2455524636,0.2088781068,0.2872810683,0.528639893894703,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"Southeast Asia, East Asia, and Oceania","East Asia","R3","E Asia","streptococcus_pneumoniae","penicillin",0.178770245493504,NA,NA,-0.148995728836203,NA,NA,NA,NA
