"location_id","ihmelocid","locid","year_id","source","nid","super_region_id","region_id","age_group_id","sex_id","measure_id","measure","susceptible","resistant","sample_size","val","se","variance","pathogen","abx_class","is_outlier"
101,"CAN",101,2002,"CROSS","CROSS",64,100,22,3,1,"continuous",1486,64,1550,0.0412903225806452,0.00505361141017516,2.55389882850525e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2003,"CROSS","CROSS",64,100,22,3,1,"continuous",1245,35,1280,0.02734375,0.00455830880576351,2.07781791687012e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2004,"CROSS","CROSS",64,100,22,3,1,"continuous",1214,72,1286,0.0559875583203732,0.0064108282009549,4.10987182221587e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2004,"pfizer","512425",64,100,22,3,1,"continuous",28,1,29,0.0344827586206897,0.0338830127200357,0.0011480585509861,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2005,"CROSS","CROSS",64,100,22,3,1,"continuous",1165,60,1225,0.0489795918367347,0.0061664392146483,3.80249725879523e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2005,"pfizer","512425",64,100,22,3,1,"continuous",28,0,28,0.02,0,7e-04,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2006,"CROSS","CROSS",64,100,22,3,1,"continuous",1118,47,1165,0.040343347639485,0.00576475616856649,3.32324136830254e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2006,"pfizer","512425",64,100,22,3,1,"continuous",44,1,45,0.0222222222222222,0.0219739214432464,0.000482853223593964,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2007,"CANWARD 2007 CARA Slide Set","CANWARD 2007 CARA Slide Set",64,100,22,3,1,"continuous",555,147,702,0.209401709401709,0.0153567562412326,0.000235829962252637,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2007,"pfizer","512425",64,100,22,3,1,"continuous",86,2,88,0.0227272727272727,0.0158869385322621,0.000252394815927874,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2008,"CANWARD 2008 CARA Slide Set","CANWARD 2008 CARA Slide Set",64,100,22,3,1,"continuous",438,106,544,0.194852941176471,0.0169821095574391,0.000288392045020863,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2008,"pfizer","512425",64,100,22,3,1,"continuous",40,1,41,0.024390243902439,0.0240909657719412,0.000580374631824843,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2009,"CANWARD 2009 CARA Slide Set","CANWARD 2009 CARA Slide Set",64,100,22,3,1,"continuous",184,25,209,0.119617224880383,0.0224470609954081,0.000503870547331573,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2009,"pfizer","512425",64,100,22,3,1,"continuous",72,3,75,0.04,0.0226274169979695,0.000512,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2010,"pfizer","512425",64,100,22,3,1,"continuous",64,3,67,0.0447761194029851,0.0252661116128453,0.000638376396032757,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2011,"CANWARD 2011 CARA Slide Set","CANWARD 2011 CARA Slide Set",64,100,22,3,1,"continuous",154,31,185,0.167567567567568,0.0274589303020973,0.000753992853335439,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2011,"pfizer","512425",64,100,22,3,1,"continuous",41,3,44,0.0681818181818182,0.0379991201606395,0.00144393313298272,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2012,"Canadian Antimicrobial resistance surveillance system report 2016","Canadian Antimicrobial resistance surveillance system report 2016",64,100,22,3,1,"continuous",1006,123,1129,0.108945969884854,0.00927279445654839,8.59847170333945e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2012,"CANWARD 2012 CARA Slide Set","CANWARD 2012 CARA Slide Set",64,100,22,3,1,"continuous",121,15,136,0.110294117647059,0.0268614809033301,0.000721539156319967,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2012,"pfizer","512425",64,100,22,3,1,"continuous",95,1,96,0.0104166666666667,0.0103622711686748,0.000107376663773148,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2013,"Canadian Antimicrobial resistance surveillance system report 2020","Canadian Antimicrobial resistance surveillance system report 2020",64,100,22,3,1,"continuous",951,106,1057,0.100283822138127,0.00923912217565216,8.53613785766276e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2013,"pfizer","512425",64,100,22,3,1,"continuous",93,3,96,0.03125,0.017758049084617,0.000315348307291667,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2014,"Canadian Antimicrobial resistance surveillance system report 2020","Canadian Antimicrobial resistance surveillance system report 2020",64,100,22,3,1,"continuous",1019,97,1116,0.0869175627240143,0.00843289450248738,7.11137096900819e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2014,"pfizer","512425",64,100,22,3,1,"continuous",76,8,84,0.0952380952380952,0.0320282242445023,0.00102580714825613,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2015,"Canadian Antimicrobial resistance surveillance system report 2020","Canadian Antimicrobial resistance surveillance system report 2020",64,100,22,3,1,"continuous",1012,116,1128,0.102836879432624,0.00904389687146072,8.17920706216171e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2015,"pfizer","512425",64,100,22,3,1,"continuous",82,2,84,0.0238095238095238,0.0166342412144231,0.000276697980779613,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2016,"Canadian Antimicrobial resistance surveillance system report 2020","Canadian Antimicrobial resistance surveillance system report 2020",64,100,22,3,1,"continuous",978,136,1114,0.122082585278276,0.00980869194882284,9.6210437746902e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2016,"pfizer","512425",64,100,22,3,1,"continuous",75,3,78,0.0384615384615385,0.0217745583489345,0.000474131391291155,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2017,"Canadian Antimicrobial resistance surveillance system report 2020","Canadian Antimicrobial resistance surveillance system report 2020",64,100,22,3,1,"continuous",961,168,1129,0.148804251550044,0.0105919378013082,0.000112189146386781,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2017,"pfizer","512425",64,100,22,3,1,"continuous",66,2,68,0.0294117647058824,0.0204891337064481,0.000419804600040708,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2018,"pfizer","512425",64,100,22,3,1,"continuous",85,2,87,0.0229885057471264,0.0160673991166953,0.000258161314375181,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2019,"pfizer","512425",64,100,22,3,1,"continuous",117,1,118,0.00847457627118644,0.00843859064675358,7.1209812103477e-05,"streptococcus_pneumoniae","penicillin",0
101,"CAN",101,2020,"pfizer","512425",64,100,22,3,1,"continuous",126,4,130,0.0307692307692308,0.0151460797687822,0.000229403732362312,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1992,"2-756","2-756",64,100,22,3,1,"continuous",98,27,125,0.216,0.0368069558643472,0.001354752,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1993,"2-756","2-756",64,100,22,3,1,"continuous",158,27,185,0.145945945945946,0.025956900536236,0.000673760685448048,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1994,"2-756","2-756",64,100,22,3,1,"continuous",119,28,147,0.19047619047619,0.0323874305149336,0.00104894565535965,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1995,"2-756","2-756",64,100,22,3,1,"continuous",65,16,81,0.197530864197531,0.0442373539001292,0.00195694348008528,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1996,"2-756","2-756",64,100,22,3,1,"continuous",56,23,79,0.291139240506329,0.0511113432310541,0.00261236940688262,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1996,"2-9","2-9",64,100,22,3,1,"continuous",56,23,79,0.291139240506329,0.0511113432310541,0.00261236940688262,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1997,"2-9","2-9",64,100,22,3,1,"continuous",82,42,124,0.338709677419355,0.04250098972679,0.00180633412775671,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1998,"2-573","2-573",64,100,22,3,1,"continuous",2665,1318,3983,0.330906351995983,0.00745574167389009,5.55880839077815e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1999,"2-10","2-10",64,100,22,3,1,"continuous",1532,900,2432,0.370065789473684,0.00979050923640347,9.58540711081016e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,1999,"2-1428","2-1428",64,100,22,3,1,"continuous",192,145,337,0.43026706231454,0.0269705475916588,0.000727410437393934,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2000,"2-13","2-13",64,100,22,3,1,"continuous",171,128,299,0.42809364548495,0.0286151652019163,0.000818827679532963,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2000,"2-1428","2-1428",64,100,22,3,1,"continuous",94,80,174,0.459770114942529,0.0377820090638132,0.00142748020889806,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2001,"2-1428","2-1428",64,100,22,3,1,"continuous",168,124,292,0.424657534246575,0.0289261881188951,0.000836724359089706,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2002,"2-1428","2-1428",64,100,22,3,1,"continuous",180,162,342,0.473684210526316,0.0269994303180304,0.000728969237498178,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2003,"1-18240","1-18240",64,100,22,3,1,"continuous",823,559,1382,0.404486251808973,0.0132021224641712,0.000174296037558973,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2004,"pfizer","512425",64,100,22,3,1,"continuous",788,43,831,0.0517448856799037,0.00768414941351603,5.90461522092388e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2005,"pfizer","512425",64,100,22,3,1,"continuous",969,75,1044,0.0718390804597701,0.00799174783788106,6.38680335042766e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2006,"pfizer","512425",64,100,22,3,1,"continuous",828,71,899,0.0789766407119021,0.00899507533870705,8.09113803490158e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2007,"pfizer","512425",64,100,22,3,1,"continuous",937,93,1030,0.0902912621359223,0.00893008170946345,7.97463593376937e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2008,"pfizer","512425",64,100,22,3,1,"continuous",360,46,406,0.113300492610837,0.0157304488852191,0.00024744702213049,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2009,"pfizer","512425",64,100,22,3,1,"continuous",399,54,453,0.119205298013245,0.0152242541286011,0.000231777913772226,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2010,"pfizer","512425",64,100,22,3,1,"continuous",261,34,295,0.115254237288136,0.0185920247231437,0.000345663383305986,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2011,"pfizer","512425",64,100,22,3,1,"continuous",331,48,379,0.12664907651715,0.0170834586426151,0.00029184455919394,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2011,"US_MedMined_BD","410446",64,100,22,3,1,"continuous",3615,571,4186,0.13640707118968,0.00530485318367234,2.81414673003186e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2012,"pfizer","512425",64,100,22,3,1,"continuous",595,58,653,0.0888208269525268,0.0111327564389755,0.00012393826592955,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2012,"US_MedMined_BD","410446",64,100,22,3,1,"continuous",4180,737,4917,0.149888143176734,0.00509063046687615,2.59145185502877e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2013,"pfizer","512425",64,100,22,3,1,"continuous",629,54,683,0.0790629575402635,0.0103250258374281,0.000106606158543558,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2013,"US_MedMined_BD","410446",64,100,22,3,1,"continuous",5126,773,5899,0.131039159179522,0.00439350832472154,1.93029153993975e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2014,"pfizer","512425",64,100,22,3,1,"continuous",705,36,741,0.048582995951417,0.00789802486932267,6.23787968364394e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2014,"US_MedMined_BD","410446",64,100,22,3,1,"continuous",4848,813,5661,0.143614202437732,0.00466108310257222,2.17256956890843e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2015,"pfizer","512425",64,100,22,3,1,"continuous",491,30,521,0.0575815738963532,0.0102057467763463,0.000104157267262902,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2015,"US_MedMined_BD","410446",64,100,22,3,1,"continuous",5659,903,6562,0.137610484608351,0.00425264747369669,1.80850105355388e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2016,"pfizer","512425",64,100,22,3,1,"continuous",530,34,564,0.0602836879432624,0.0100221001280841,0.000100442490977344,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2016,"US_MedMined_BD","410446",64,100,22,3,1,"continuous",6681,960,7641,0.125638005496663,0.00379167454399719,1.43767958475963e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2017,"pfizer","512425",64,100,22,3,1,"continuous",122,3,125,0.024,0.0136891197671728,0.000187392,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2017,"US_MedMined_BD","410446",64,100,22,3,1,"continuous",7461,1081,8542,0.126551158979162,0.00359726155537117,1.29402906977514e-05,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2018,"pfizer","512425",64,100,22,3,1,"continuous",210,7,217,0.032258064516129,0.0119941386971573,0.000143859363086646,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2018,"US_MedMined_BD","410446",64,100,22,3,1,"continuous",314,29,343,0.0845481049562682,0.0150218230856975,0.000225655168817994,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2019,"pfizer","512425",64,100,22,3,1,"continuous",301,16,317,0.0504731861198738,0.0122957307872437,0.000151184995592373,"streptococcus_pneumoniae","penicillin",0
102,"USA",102,2020,"pfizer","512425",64,100,22,3,1,"continuous",264,5,269,0.0185873605947955,0.00823490409360724,6.78136454309092e-05,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2000,"ReLAVRA annual regional report 2000","ReLAVRA annual regional report 2000",103,104,22,3,1,"continuous",142,16,158,0.10126582278481,0.0240004029397248,0.000576019341269149,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2001,"ReLAVRA annual regional report 2001","ReLAVRA annual regional report 2001",103,104,22,3,1,"continuous",110,20,130,0.153846153846154,0.0316443596618247,0.00100136549840692,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2003,"ReLAVRA annual regional report 2003","ReLAVRA annual regional report 2003",103,104,22,3,1,"continuous",27,5,32,0.15625,0.0641862372076367,0.004119873046875,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2004,"ReLAVRA annual regional report 2004","ReLAVRA annual regional report 2004",103,104,22,3,1,"continuous",38,10,48,0.208333333333333,0.0586178576949102,0.00343605324074074,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2005,"ReLAVRA annual regional report 2005","ReLAVRA annual regional report 2005",103,104,22,3,1,"continuous",98,18,116,0.155172413793103,0.0336172594975697,0.00113012013612694,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2006,"ReLAVRA annual regional report 2006","ReLAVRA annual regional report 2006",103,104,22,3,1,"continuous",45,17,62,0.274193548387097,0.056655644369037,0.0032098620388708,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2007,"ReLAVRA annual regional report 2008","ReLAVRA annual regional report 2008",103,104,22,3,1,"continuous",7,5,12,0.416666666666667,0.142318760638328,0.0202546296296296,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2008,"ReLAVRA annual regional report 2009","ReLAVRA annual regional report 2009",103,104,22,3,1,"continuous",11,15,26,0.576923076923077,0.0968906680107267,0.00938780154756486,"streptococcus_pneumoniae","penicillin",0
109,"CUB",109,2015,"sireva","489797",103,104,22,3,1,"continuous",62,59,121,0.487603305785124,0.0454405725771223,0.00206484563613672,"streptococcus_pneumoniae","penicillin",0
11,"IDN",11,2019,"glass","489827",4,9,22,3,1,"continuous",8,2,10,0.2,0.126491106406735,0.016,"streptococcus_pneumoniae","penicillin",0
111,"DOM",111,2005,"ReLAVRA annual regional report 2005","ReLAVRA annual regional report 2005",103,104,22,3,1,"continuous",50,25,75,0.333333333333333,0.0544331053951817,0.00296296296296296,"streptococcus_pneumoniae","penicillin",0
111,"DOM",111,2007,"ReLAVRA annual regional report 2008","ReLAVRA annual regional report 2008",103,104,22,3,1,"continuous",30,31,61,0.508196721311475,0.0640098370718359,0.00409725924196298,"streptococcus_pneumoniae","penicillin",0
111,"DOM",111,2008,"ReLAVRA annual regional report 2009","ReLAVRA annual regional report 2009",103,104,22,3,1,"continuous",67,11,78,0.141025641025641,0.0394086756033113,0.00155304371280703,"streptococcus_pneumoniae","penicillin",0
111,"DOM",111,2015,"sireva","489797",103,104,22,3,1,"continuous",33,9,42,0.214285714285714,0.063314661459137,0.00400874635568513,"streptococcus_pneumoniae","penicillin",0
111,"DOM",111,2018,"pfizer","512425",103,104,22,3,1,"continuous",9,0,9,0.02,0,0.00217777777777778,"streptococcus_pneumoniae","penicillin",0
111,"DOM",111,2019,"pfizer","512425",103,104,22,3,1,"continuous",12,1,13,0.0769230769230769,0.0739053017561941,0.0054619936276741,"streptococcus_pneumoniae","penicillin",0
111,"DOM",111,2020,"pfizer","512425",103,104,22,3,1,"continuous",12,4,16,0.25,0.108253175473055,0.01171875,"streptococcus_pneumoniae","penicillin",0
115,"JAM",115,2006,"pfizer","512425",103,104,22,3,1,"continuous",14,1,15,0.0666666666666667,0.0644061188719531,0.00414814814814815,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2007,"LAOS","426217",4,9,22,3,1,"continuous",6,0,6,0.02,0,0.00326666666666667,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2009,"LAOS","426217",4,9,22,3,1,"continuous",8,0,8,0.02,0,0.00245,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2011,"LAOS","426217",4,9,22,3,1,"continuous",8,0,8,0.02,0,0.00245,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2012,"LAOS","426217",4,9,22,3,1,"continuous",7,0,7,0.02,0,0.0028,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2013,"LAOS","426217",4,9,22,3,1,"continuous",6,0,6,0.02,0,0.00326666666666667,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2014,"LAOS","426217",4,9,22,3,1,"continuous",7,0,7,0.02,0,0.0028,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2017,"glass","489828",4,9,22,3,1,"continuous",6,1,7,0.142857142857143,0.132260014253222,0.0174927113702624,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2018,"glass","489826",4,9,22,3,1,"continuous",3,7,10,0.7,0.144913767461894,0.021,"streptococcus_pneumoniae","penicillin",0
12,"LAO",12,2018,"LAOS","426217",4,9,22,3,1,"continuous",9,0,9,0.02,0,0.00217777777777778,"streptococcus_pneumoniae","penicillin",0
121,"BOL",121,2001,"ReLAVRA annual regional report 2001","ReLAVRA annual regional report 2001",103,120,22,3,1,"continuous",20,7,27,0.259259259259259,0.0843370433412313,0.00711273687954072,"streptococcus_pneumoniae","penicillin",0
121,"BOL",121,2005,"ReLAVRA annual regional report 2005","ReLAVRA annual regional report 2005",103,120,22,3,1,"continuous",21,4,25,0.16,0.0733212111192934,0.005376,"streptococcus_pneumoniae","penicillin",0
121,"BOL",121,2008,"ReLAVRA annual regional report 2009","ReLAVRA annual regional report 2009",103,120,22,3,1,"continuous",24,9,33,0.272727272727273,0.077527533220222,0.00601051840721262,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2001,"2-1428","2-1428",103,120,22,3,1,"continuous",36,14,50,0.28,0.0634980314655502,0.004032,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2001,"ReLAVRA annual regional report 2001","ReLAVRA annual regional report 2001",103,120,22,3,1,"continuous",54,6,60,0.1,0.0387298334620742,0.0015,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2002,"2-1428","2-1428",103,120,22,3,1,"continuous",18,16,34,0.470588235294118,0.0856008088363528,0.00732749847343782,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2002,"ReLAVRA annual regional report 2002","ReLAVRA annual regional report 2002",103,120,22,3,1,"continuous",123,29,152,0.190789473684211,0.031870301554185,0.00101571612115469,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2003,"ReLAVRA annual regional report 2003","ReLAVRA annual regional report 2003",103,120,22,3,1,"continuous",30,4,34,0.117647058823529,0.0552550845075132,0.00305312436393242,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2004,"ReLAVRA annual regional report 2004","ReLAVRA annual regional report 2004",103,120,22,3,1,"continuous",27,14,41,0.341463414634146,0.0740576820508498,0.00548454027074477,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2005,"ReLAVRA annual regional report 2005","ReLAVRA annual regional report 2005",103,120,22,3,1,"continuous",24,14,38,0.368421052631579,0.0782517833342135,0.00612334159498469,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2006,"ReLAVRA annual regional report 2006","ReLAVRA annual regional report 2006",103,120,22,3,1,"continuous",14,21,35,0.6,0.0828078671210825,0.00685714285714286,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2007,"ReLAVRA annual regional report 2008","ReLAVRA annual regional report 2008",103,120,22,3,1,"continuous",34,16,50,0.32,0.0659696900098826,0.004352,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2008,"ReLAVRA annual regional report 2009","ReLAVRA annual regional report 2009",103,120,22,3,1,"continuous",36,10,46,0.217391304347826,0.0608155309721944,0.00369852880742993,"streptococcus_pneumoniae","penicillin",0
122,"ECU",122,2015,"sireva","489797",103,120,22,3,1,"continuous",6,3,9,0.333333333333333,0.157134840263677,0.0246913580246914,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2001,"2-1428","2-1428",103,120,22,3,1,"continuous",49,25,74,0.337837837837838,0.0549819912977524,0.00302301936706612,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2002,"2-1428","2-1428",103,120,22,3,1,"continuous",25,13,38,0.342105263157895,0.0769602173507371,0.00592287505467269,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2002,"ReLAVRA annual regional report 2002","ReLAVRA annual regional report 2002",103,120,22,3,1,"continuous",7,12,19,0.631578947368421,0.110664733271126,0.0122466831899694,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2003,"ReLAVRA annual regional report 2003","ReLAVRA annual regional report 2003",103,120,22,3,1,"continuous",18,14,32,0.4375,0.0876950950025143,0.0076904296875,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2004,"ReLAVRA annual regional report 2004","ReLAVRA annual regional report 2004",103,120,22,3,1,"continuous",19,10,29,0.344827586206897,0.0882632273954608,0.00779039731026282,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2005,"ReLAVRA annual regional report 2005","ReLAVRA annual regional report 2005",103,120,22,3,1,"continuous",17,14,31,0.451612903225806,0.0893811499333711,0.00798898996341177,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2006,"ReLAVRA annual regional report 2006","ReLAVRA annual regional report 2006",103,120,22,3,1,"continuous",22,28,50,0.56,0.070199715099137,0.004928,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2007,"ReLAVRA annual regional report 2008","ReLAVRA annual regional report 2008",103,120,22,3,1,"continuous",21,15,36,0.416666666666667,0.0821677747652724,0.00675154320987654,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2008,"ReLAVRA annual regional report 2009","ReLAVRA annual regional report 2009",103,120,22,3,1,"continuous",31,7,38,0.184210526315789,0.0628860724916703,0.00395465811342761,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2015,"sireva","489797",103,120,22,3,1,"continuous",16,7,23,0.304347826086957,0.0959438755421514,0.00920522725404783,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2016,"upch","462217",103,120,22,3,1,"continuous",4,1,5,0.2,0.178885438199983,0.032,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2017,"upch","462216",103,120,22,3,1,"continuous",42.1439237322904,12.8560762677096,55,0.233746841231084,0.057066031202391,0.00325653191719226,"streptococcus_pneumoniae","penicillin",0
123,"PER",123,2018,"upch","462215",103,120,22,3,1,"continuous",18.0713354376107,10.9286645623893,29,0.376850502151355,0.0899873939791543,0.00809773107515954,"streptococcus_pneumoniae","penicillin",0
